id,name,department,experience_level,education_level,age,gender,city,monthly_salary,employeed_id,date_of_join,designation,basic_salary,hra,special_allowance,conveyance,pf,income_tax,other_deductions,total_earnings,total_deductions,net_pay,pan,uan,bank_account
17110,Karthik Joshi,finance,Junior,Diploma,33,female,mumbai,32055,sco-17110,07-10-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18109F,1.002E+12,XXXXXX18109
17111,Ashok Banerjee,HR,Senior,Bachelor,57,male,chennai,129086,sco-17111,11-07-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18110F,1.002E+12,XXXXXX18110
17112,Tejas Bansal,marketing,Mid,PhD,33,male,mumbai,55152,sco-17112,21-04-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18111F,1.002E+12,XXXXXX18111
17113,Vaishnavi Gill,operation,Senior,Diploma,39,male,pune,102544,sco-17113,25-01-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18112F,1.002E+12,XXXXXX18112
17114,Ritvik Kapoor,it,Mid,Bachelor,31,male,banglore,73134,sco-17114,03-08-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18113F,1.002E+12,XXXXXX18113
17115,Meena Singh,HR,Senior,Bachelor,50,female,banglore,108164,sco-17115,09-06-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18114F,1.002E+12,XXXXXX18114
17116,Usha Naik,marketing,Fresher,Bachelor,37,female,mumbai,22383,sco-17116,14-05-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18115F,1.002E+12,XXXXXX18115
17117,Karthik Hegde,marketing,Fresher,PhD,49,male,hyderbad,21409,sco-17117,05-04-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18116F,1.002E+12,XXXXXX18116
17118,Ankita Singh,it,Fresher,Master,29,male,hyderbad,24680,sco-17118,30-08-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18117F,1.002E+12,XXXXXX18117
17119,Geetha Naik,it,Fresher,Diploma,53,female,mumbai,25444,sco-17119,05-10-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18118F,1.002E+12,XXXXXX18118
17120,Shahid Gupta,finance,Senior,PhD,26,male,banglore,111132,sco-17120,23-11-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18119F,1.002E+12,XXXXXX18119
17121,Krishna Malik,finance,Lead,PhD,50,female,hyderbad,166684,sco-17121,02-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18120F,1.002E+12,XXXXXX18120
17122,Dhruv Khanna,HR,Fresher,Bachelor,33,female,chennai,27715,sco-17122,07-01-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18121F,1.002E+12,XXXXXX18121
17123,Pranav Joshi,finance,Lead,Diploma,55,male,banglore,156598,sco-17123,05-03-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18122F,1.002E+12,XXXXXX18122
17124,Nitin Shetty,finance,Mid,Master,35,male,hyderbad,66563,sco-17124,28-11-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18123F,1.002E+12,XXXXXX18123
17125,Rohini Naik,finance,Senior,PhD,61,male,hyderbad,99899,sco-17125,14-03-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18124F,1.002E+12,XXXXXX18124
17126,Ishan Khanna,marketing,Senior,Diploma,40,male,hyderbad,77293,sco-17126,10-11-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18125F,1.002E+12,XXXXXX18125
17127,Pankaj Sharma,operation,Lead,Master,49,female,hyderbad,134779,sco-17127,12-05-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18126F,1.002E+12,XXXXXX18126
17128,Kapil Banerjee,it,Senior,Diploma,63,female,banglore,82529,sco-17128,25-09-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18127F,1.002E+12,XXXXXX18127
17129,Bharti Malik,HR,Fresher,Diploma,57,male,banglore,26856,sco-17129,13-01-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18128F,1.002E+12,XXXXXX18128
17130,Sushma Singh,HR,Junior,PhD,62,female,mumbai,29105,sco-17130,14-05-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18129F,1.002E+12,XXXXXX18129
17131,Yamuna Singh,HR,Junior,Bachelor,57,female,banglore,38270,sco-17131,15-03-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18130F,1.002E+12,XXXXXX18130
17132,Aishwarya Shetty,HR,Senior,PhD,56,female,banglore,103463,sco-17132,29-03-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18131F,1.002E+12,XXXXXX18131
17133,Sachin Shetty,marketing,Fresher,Diploma,41,female,hyderbad,22380,sco-17133,23-08-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18132F,1.002E+12,XXXXXX18132
17134,Karthik Mehta,it,Lead,Diploma,37,male,pune,213109,sco-17134,07-11-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18133F,1.002E+12,XXXXXX18133
17135,Saanvi Nair,marketing,Senior,Bachelor,27,female,chennai,82935,sco-17135,28-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18134F,1.002E+12,XXXXXX18134
17136,Monika Naik,it,Junior,Diploma,38,male,banglore,42017,sco-17136,08-07-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18135F,1.002E+12,XXXXXX18135
17137,Hitesh Shetty,marketing,Lead,Bachelor,38,female,banglore,203961,sco-17137,04-07-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18136F,1.002E+12,XXXXXX18136
17138,Nandini Mehta,HR,Senior,Master,21,female,mumbai,123372,sco-17138,05-12-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18137F,1.002E+12,XXXXXX18137
17139,Afreen Sharma,operation,Senior,Bachelor,44,male,chennai,103417,sco-17139,24-07-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18138F,1.002E+12,XXXXXX18138
17140,Sameera Pandey,it,Junior,Master,22,female,chennai,33851,sco-17140,19-01-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18139F,1.002E+12,XXXXXX18139
17141,Renuka Tiwari,marketing,Fresher,Diploma,32,female,banglore,22332,sco-17141,09-01-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18140F,1.002E+12,XXXXXX18140
17142,Aravind Reddy,marketing,Junior,Master,33,male,hyderbad,37875,sco-17142,08-06-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18141F,1.002E+12,XXXXXX18141
17143,Shreya Gupta,it,Fresher,Master,23,female,banglore,18266,sco-17143,22-11-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18142F,1.002E+12,XXXXXX18142
17144,Kiran Malik,HR,Senior,Bachelor,33,female,hyderbad,106813,sco-17144,09-01-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18143F,1.002E+12,XXXXXX18143
17145,Basavaraj Iyer,operation,Junior,Bachelor,37,male,banglore,44998,sco-17145,10-07-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18144F,1.002E+12,XXXXXX18144
17146,Vandana Khanna,finance,Junior,Master,26,male,chennai,40701,sco-17146,12-12-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18145F,1.002E+12,XXXXXX18145
17147,Usha Arora,finance,Fresher,Master,59,male,banglore,27385,sco-17147,03-10-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18146F,1.002E+12,XXXXXX18146
17148,Sushma Mehta,it,Junior,Master,27,female,chennai,28959,sco-17148,19-05-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18147F,1.002E+12,XXXXXX18147
17149,Kiran Iyer,operation,Fresher,Bachelor,44,female,chennai,19552,sco-17149,19-10-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18148F,1.002E+12,XXXXXX18148
17150,Kalpana Jadhav,finance,Fresher,PhD,41,female,hyderbad,19380,sco-17150,06-10-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18149F,1.002E+12,XXXXXX18149
17151,Ananya Shetty,HR,Mid,Bachelor,26,female,mumbai,45473,sco-17151,31-07-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18150F,1.002E+12,XXXXXX18150
17152,Shivam Chatterjee,finance,Fresher,PhD,38,female,hyderbad,18442,sco-17152,20-01-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18151F,1.002E+12,XXXXXX18151
17153,Deepa Banerjee,operation,Senior,Bachelor,49,female,hyderbad,103453,sco-17153,24-10-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18152F,1.002E+12,XXXXXX18152
17154,Rashmi Ghosh,it,Senior,Master,42,male,mumbai,118668,sco-17154,07-04-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18153F,1.002E+12,XXXXXX18153
17155,Anita Hegde,it,Senior,PhD,42,female,chennai,108084,sco-17155,13-07-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18154F,1.002E+12,XXXXXX18154
17156,Kiran Malik,finance,Senior,Master,41,male,banglore,88438,sco-17156,13-10-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18155F,1.002E+12,XXXXXX18155
17157,Kiara Arora,it,Senior,Diploma,29,male,hyderbad,109018,sco-17157,09-01-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18156F,1.002E+12,XXXXXX18156
17158,Aruna Kaur,operation,Senior,PhD,22,female,chennai,107677,sco-17158,13-11-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18157F,1.002E+12,XXXXXX18157
17159,Nikhil Kapoor,finance,Lead,Diploma,29,male,pune,167080,sco-17159,20-01-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18158F,1.002E+12,XXXXXX18158
17160,Basavaraj Rao,finance,Mid,Master,22,male,pune,70961,sco-17160,30-06-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18159F,1.002E+12,XXXXXX18159
17161,Irfan Naik,finance,Senior,Bachelor,53,male,banglore,113268,sco-17161,01-10-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18160F,1.002E+12,XXXXXX18160
17162,Mathew Mishra,it,Lead,PhD,30,female,mumbai,214528,sco-17162,05-01-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18161F,1.002E+12,XXXXXX18161
17163,Sonam Shetty,finance,Lead,PhD,55,female,mumbai,211325,sco-17163,17-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18162F,1.002E+12,XXXXXX18162
17164,Megha Gupta,operation,Junior,PhD,59,female,pune,42645,sco-17164,22-01-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18163F,1.002E+12,XXXXXX18163
17165,Darshan Patel,finance,Mid,Diploma,26,female,banglore,57984,sco-17165,31-10-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18164F,1.002E+12,XXXXXX18164
17166,Amit Naik,it,Senior,Master,57,female,mumbai,82408,sco-17166,02-11-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18165F,1.002E+12,XXXXXX18165
17167,Omkar Hegde,it,Fresher,PhD,35,male,hyderbad,25697,sco-17167,30-03-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18166F,1.002E+12,XXXXXX18166
17168,George Malhotra,marketing,Mid,PhD,41,male,banglore,47630,sco-17168,31-08-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18167F,1.002E+12,XXXXXX18167
17169,Dev Khanna,it,Mid,Diploma,30,male,chennai,56237,sco-17169,11-10-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18168F,1.002E+12,XXXXXX18168
17170,Varsha Sharma,HR,Mid,Bachelor,42,female,chennai,45455,sco-17170,06-12-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18169F,1.002E+12,XXXXXX18169
17171,Juhi Khanna,it,Fresher,Diploma,43,male,banglore,18817,sco-17171,08-06-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18170F,1.002E+12,XXXXXX18170
17172,Dinesh Pandey,marketing,Lead,Master,39,female,hyderbad,147047,sco-17172,23-11-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18171F,1.002E+12,XXXXXX18171
17173,Sneha Yadav,operation,Junior,Master,48,male,pune,43651,sco-17173,28-09-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18172F,1.002E+12,XXXXXX18172
17174,Hitesh Banerjee,marketing,Junior,Bachelor,45,male,pune,36348,sco-17174,10-11-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18173F,1.002E+12,XXXXXX18173
17175,Pradeep Singh,marketing,Fresher,Diploma,44,male,banglore,20951,sco-17175,15-04-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18174F,1.002E+12,XXXXXX18174
17176,Sowmya Chatterjee,finance,Junior,Master,62,female,pune,28450,sco-17176,20-10-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18175F,1.002E+12,XXXXXX18175
17177,Uma Hegde,it,Junior,Diploma,32,female,chennai,32305,sco-17177,08-12-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18176F,1.002E+12,XXXXXX18176
17178,Saanvi Naik,marketing,Lead,Diploma,47,female,chennai,212292,sco-17178,02-08-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18177F,1.002E+12,XXXXXX18177
17179,Manju Agarwal,finance,Lead,PhD,45,male,banglore,179123,sco-17179,17-03-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18178F,1.002E+12,XXXXXX18178
17180,Namrata Patel,finance,Junior,Diploma,60,female,banglore,43533,sco-17180,13-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18179F,1.002E+12,XXXXXX18179
17181,Nikhil Arora,marketing,Junior,Diploma,51,male,pune,32282,sco-17181,05-02-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18180F,1.002E+12,XXXXXX18180
17182,Yasmin Chatterjee,marketing,Junior,Master,42,male,hyderbad,33959,sco-17182,07-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18181F,1.002E+12,XXXXXX18181
17183,Balaji Rao,it,Mid,Bachelor,63,male,banglore,46453,sco-17183,22-09-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18182F,1.002E+12,XXXXXX18182
17184,Nisha Arora,it,Mid,Master,46,female,hyderbad,53587,sco-17184,06-05-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18183F,1.002E+12,XXXXXX18183
17185,Rupal Sharma,operation,Lead,PhD,35,female,pune,156671,sco-17185,03-11-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18184F,1.002E+12,XXXXXX18184
17186,Kiranmayi Kulkarni,finance,Lead,Master,44,male,banglore,137298,sco-17186,24-08-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18185F,1.002E+12,XXXXXX18185
17187,Naveen Banerjee,finance,Lead,Master,51,female,mumbai,166459,sco-17187,17-05-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18186F,1.002E+12,XXXXXX18186
17188,Yogesh Ghosh,finance,Fresher,Master,31,male,hyderbad,23754,sco-17188,30-12-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18187F,1.002E+12,XXXXXX18187
17189,Yogesh Bansal,HR,Junior,Master,64,male,chennai,28563,sco-17189,28-10-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18188F,1.002E+12,XXXXXX18188
17190,Avani Agarwal,marketing,Fresher,Master,56,male,banglore,18197,sco-17190,28-11-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18189F,1.002E+12,XXXXXX18189
17191,Anvi Kapoor,it,Fresher,Bachelor,36,female,mumbai,18445,sco-17191,15-09-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18190F,1.002E+12,XXXXXX18190
17192,Rudra Das,marketing,Lead,Bachelor,54,female,mumbai,184437,sco-17192,23-12-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18191F,1.002E+12,XXXXXX18191
17193,Zeeshan Gill,it,Fresher,PhD,53,female,mumbai,21465,sco-17193,22-01-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18192F,1.002E+12,XXXXXX18192
17194,Mallikarjun Kaur,operation,Senior,PhD,53,female,hyderbad,79912,sco-17194,03-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18193F,1.002E+12,XXXXXX18193
17195,Aditi Reddy,HR,Junior,Diploma,35,female,pune,37779,sco-17195,02-03-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18194F,1.002E+12,XXXXXX18194
17196,Soumya Chatterjee,it,Lead,Bachelor,33,female,banglore,176180,sco-17196,21-05-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18195F,1.002E+12,XXXXXX18195
17197,Sowmya Shetty,finance,Fresher,Bachelor,48,male,mumbai,20172,sco-17197,08-08-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18196F,1.002E+12,XXXXXX18196
17198,Hitesh Reddy,HR,Fresher,PhD,56,female,mumbai,19298,sco-17198,21-05-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18197F,1.002E+12,XXXXXX18197
17199,Shivam Pandey,marketing,Senior,PhD,27,female,chennai,123650,sco-17199,07-06-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18198F,1.002E+12,XXXXXX18198
17200,Rameshwar Joshi,HR,Lead,PhD,40,male,pune,149668,sco-17200,18-04-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18199F,1.002E+12,XXXXXX18199
17201,Meena Gupta,it,Junior,Diploma,23,female,hyderbad,31837,sco-17201,12-02-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18200F,1.002E+12,XXXXXX18200
17202,Avani Pandey,it,Senior,PhD,36,female,banglore,122248,sco-17202,02-08-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18201F,1.002E+12,XXXXXX18201
17203,Rekha Pandey,operation,Mid,Bachelor,26,female,banglore,53553,sco-17203,30-10-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18202F,1.002E+12,XXXXXX18202
17204,Savita Chatterjee,HR,Senior,Bachelor,55,female,chennai,86023,sco-17204,05-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18203F,1.002E+12,XXXXXX18203
17205,Kiranmayi Mishra,marketing,Lead,PhD,63,female,pune,177260,sco-17205,07-11-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18204F,1.002E+12,XXXXXX18204
17206,Roopa Pandey,it,Senior,Master,53,male,mumbai,93566,sco-17206,24-07-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18205F,1.002E+12,XXXXXX18205
17207,Samuel Khanna,operation,Mid,Diploma,36,female,mumbai,54572,sco-17207,02-04-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18206F,1.002E+12,XXXXXX18206
17208,Navya Agarwal,it,Mid,Diploma,53,male,hyderbad,55699,sco-17208,04-04-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18207F,1.002E+12,XXXXXX18207
17209,Rajesh Verma,it,Mid,Diploma,37,male,hyderbad,54141,sco-17209,18-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18208F,1.002E+12,XXXXXX18208
17210,Afreen Rao,HR,Lead,Bachelor,53,male,banglore,156477,sco-17210,15-12-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18209F,1.002E+12,XXXXXX18209
17211,Usha Singh,marketing,Senior,Diploma,37,male,hyderbad,80605,sco-17211,19-08-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18210F,1.002E+12,XXXXXX18210
17212,Siddharth Kulkarni,finance,Lead,Bachelor,45,female,banglore,164078,sco-17212,23-01-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18211F,1.002E+12,XXXXXX18211
17213,Savita Singh,operation,Junior,PhD,57,male,mumbai,43825,sco-17213,10-05-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18212F,1.002E+12,XXXXXX18212
17214,Sakshi Kaur,finance,Senior,Bachelor,33,male,chennai,103092,sco-17214,05-02-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18213F,1.002E+12,XXXXXX18213
17215,Samar Rao,it,Lead,PhD,63,male,chennai,171787,sco-17215,03-05-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18214F,1.002E+12,XXXXXX18214
17216,Shabana Naik,HR,Mid,Master,54,male,banglore,51062,sco-17216,14-10-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18215F,1.002E+12,XXXXXX18215
17217,Aarav Kulkarni,operation,Fresher,PhD,49,female,hyderbad,23540,sco-17217,28-05-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18216F,1.002E+12,XXXXXX18216
17218,Neil Joshi,operation,Junior,Diploma,44,male,mumbai,28777,sco-17218,22-03-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18217F,1.002E+12,XXXXXX18217
17219,Avani Kapoor,finance,Senior,Master,57,male,mumbai,91181,sco-17219,25-03-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE18218F,1.002E+12,XXXXXX18218
